"Dis.No" "Year" "Seq" "Glide" "Disaster.Group" "Disaster.Subgroup" "Disaster.Type" "Disaster.Subtype" "Disaster.Subsubtype" "Event.Name" "Country" "ISO" "Region" "Continent" "Location" "Origin" "Associated.Dis" "Associated.Dis2" "OFDA.Response" "Appeal" "Declaration" "AID.Contribution...000.US.." "Dis.Mag.Value" "Dis.Mag.Scale" "Latitude" "Longitude" "Local.Time" "River.Basin" "Start.Year" "Start.Month" "Start.Day" "End.Year" "End.Month" "End.Day" "Total.Deaths" "No.Injured" "No.Affected" "No.Homeless" "Total.Affected" "Reconstruction.Costs...000.US.." "Reconstruction.Costs..Adjusted...000.US.." "Insured.Damages...000.US.." "Insured.Damages..Adjusted...000.US.." "Total.Damages...000.US.." "Total.Damages..Adjusted...000.US.." "CPI" "Adm.Level" "Admin1.Code" "Admin2.Code" "Geo.Locations"
"2018-0146-USA" 2018 146 "" "Natural" "Geophysical" "Volcanic activity" "Lava flow" "" "Kilauea" "United States of America (the)" "USA" "Northern America" "Americas" "Hawa�" "" "Earthquake" "" "" "" "" NA 7 "" "" "" "" "" 2018 5 3 2018 5 30 NA NA 2500 NA 2500 NA NA NA NA 500000 539551 92.6696698 "1" "3225" "" "Hawaii (Adm1)."
"2018-0456-VUT" 2018 456 "VO-2018-000424" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Ambryn" "Vanuatu" "VUT" "Melanesia" "Oceania" "Malampa province" "" "Earthquake" "" "" "" "" NA NA "" "" "" "" "" 2018 12 15 2018 12 18 NA NA 7286 NA 7286 NA NA NA NA NA NA 92.6696698 "1" "3296" "" "Malampa (Adm1)."
"2018-0258-USA" 2018 258 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "Carr and Mendocino Complex fires" "United States of America (the)" "USA" "Northern America" "Americas" "Shasta, Trinity, Mendocino, Lake, Colusa, and Glenn counties (California)" "" "Pollution" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 7 27 2018 8 31 14 NA NA 3237 3237 NA NA NA NA 1000000 1079102 92.6696698 "2" "" "28870;28875;28881;28887;28909;28917" "Colusa, Glenn, Lake, Mendocino, Shasta, Trinity (Adm2)."
"2018-9277-SLV" 2018 9277 "" "Natural" "Climatological" "Drought" "Drought" "" "" "El Salvador" "SLV" "Central America" "Americas" "San Vicente, Usulutan and San Miguel zones" "Lack of rain, El NIno" "Heat wave" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 6 NA 2019 3 NA NA NA 386610 NA 386610 NA NA NA NA 37000 39927 92.6696698 "1" "1192;1194;1197" "" "San Miguel, San Vicente, Usulutan (Adm1)."
"2018-0224-SWE" 2018 224 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Sweden" "SWE" "Northern Europe" "Europe" "Gävleborg, Jämtland, Dalarna regio" "" "Heat wave" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 7 8 2018 7 25 NA NA NA NA NA NA NA NA NA 102000 110068 92.6696698 "1" "2787;2788;2791" "" "Dalarnas Laen, Gaevleborgs Laen, Jaemtlands Laen (Adm1)."
"2018-0321-SLV" 2018 321 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "El Salvador" "SLV" "Central America" "Americas" "Intipuca (La Union); Chirilagua (San Miguel)" "" "" "" "" "" "" NA 6 "Richter" "13.095" "-88.099" "13:02" "" 2018 5 6 2018 5 6 NA NA 2499 NA 2499 NA NA NA NA NA NA 92.6696698 "2" "" "15686;15727" "Chirilagua, Intipuca (Adm2)."
"2018-0059-TWN" 2018 59 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Taiwan (Province of China)" "TWN" "Eastern Asia" "Asia" "Hualian" "" "" "" "" "" "" NA 6 "Richter" "24.136" "121.658" "23:50" "" 2018 2 6 2018 2 6 84 285 NA NA 285 NA NA NA NA 100000 107910 92.6696698 "2" "" "13277" "Name Unknown (Adm2)."
"2018-9103-URY" 2018 9103 "DR-2018-000033" "Natural" "Climatological" "Drought" "Drought" "" "" "Uruguay" "URY" "South America" "Americas" "Tacuarembó, Salto, Durazno, Artigas, Paysandú, Rivera, Río Negro, Florida, Treinta y Tres, Maldonado, Cerro Largo, Colo" "Lack of rain, La Nina" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2018 1 NA 2018 3 NA NA NA 11135 NA 11135 NA NA NA NA 500000 539551 92.6696698 "1" "3265;3267;3268;3269;3271;3273;3275;3276;3277;3279;3282;3283" "" "Artigas, Cerro Largo, Colonia, Durazno, Florida, Maldonado, Paysandu, Rio Negro, Rivera, Salto, Tacuarembo, Treinta Y Tres (Adm1)."
"2018-0409-USA" 2018 409 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "Camp Fire" "United States of America (the)" "USA" "Northern America" "Americas" "Butte county (North California)" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2018 6 1 2018 12 31 88 NA 250000 NA 250000 NA NA 12500000 13488771 16500000 17805178 92.6696698 "2" "" "28868" "Butte (Adm2)."
"2018-9476-USA" 2018 9476 "" "Natural" "Climatological" "Drought" "Drought" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Nationwide" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 1 NA 2018 12 NA NA NA NA NA NA NA NA NA NA 3000000 3237305 92.6696698 "1" "3214;3216;3217;3218;3219;3220;3221;3222;3223;3224;3225;3226;3227;3228;3229;3230;3231;3232;3233;3234;3235;3236;3237;3238;3239;3240;3241;3242;3243;3244;3245;3246;3247;3248;3249;3250;3251;3252;3253;3254;3255;3256;3257;3258;3259;3260;3261;3262;3263;3264" "" "Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming (Adm1)."
"2018-0468-USA" 2018 468 "" "Natural" "Climatological" "Wildfire" "" "" "Woolsey Fire" "United States of America (the)" "USA" "Northern America" "Americas" "Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 11 8 2018 11 21 2 3 NA NA 3 NA NA 4000000 4316407 5200000 5611329 92.6696698 "2" "" "28883;28920" "Los Angeles, Ventura (Adm2)."
"2018-0147-VUT" 2018 147 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Aoba (Manaro Voui)" "Vanuatu" "VUT" "Melanesia" "Oceania" "Ambae" "" "" "" "" "" "Yes" NA NA "" "" "" "" "" 2018 3 NA 2018 5 NA NA NA 6300 NA 6300 NA NA NA NA NA NA 92.6696698 "" "" "" ""
"2019-0545-AUS" 2019 545 "WF-2019-000183" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "Currowan" "Australia" "AUS" "Australia and New Zealand" "Oceania" "New South Wales, Queensland; Victoria; South Australia, Western Australia" "High temperatures and dry conditions" "Pollution" "Heat wave" "" "" "Yes" NA 169967 "Km2" "" "" "" "" 2019 9 1 2020 2 NA 32 24 1959 6900 8883 NA NA NA NA 2000000 2119787 94.3490925 "1" "470;473;474;476;477" "" "New South Wales, Queensland, South Australia, Victoria, Western Australia (Adm1)."
"2019-0233-SLV" 2019 233 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "El Salvador" "SLV" "Central America" "Americas" "San Martín municipality (San Salvador Department" "" "Slide (land, mud, snow, rock)" "" "" "" "" NA 7 "Richter" "13.243" "-89.272" "" "" 2019 5 30 2019 5 30 1 NA 160 NA 160 NA NA NA NA NA NA 94.3490925 "2" "" "15757" "San Martin (Adm2)."
"2019-9109-SOM" 2019 9109 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Somalia" "SOM" "Eastern Africa" "Africa" "Awdal, Woqooyi Galbeed, Togdheer, Sanaag, Sool, Nugaal, Bari regions" "Dry conditions" "Food shortage" "" "" "" "" NA NA "Km2" "" "" "" "" 2019 2 NA 2019 10 NA NA NA 1500000 NA 1500000 NA NA NA NA NA NA 94.3490925 "1" "2688;2702;2703;2704;2705" "" "Awdal, Sanaag, Sool, Togdheer, Woqooyi Galbeed (Adm1)."
"2019-9619-BWA" 2019 9619 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Botswana" "BWA" "Southern Africa" "Africa" "Botswana’s Okavango Del" "" "Food shortage" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2019 NA NA 2019 12 NA NA NA 38000 NA 38000 NA NA NA NA NA NA 94.3490925 "1" "660" "" "Ngamiland (Adm1)."
"2019-0306-USA" 2019 306 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Ridgecrest (Califronia)" "" "" "" "" "" "Yes" NA 7 "Richter" "35.77" "-117.599" "20:19" "" 2019 7 5 2019 7 5 NA NA 150 NA 150 NA NA 50000 52995 200000 211979 94.3490925 "2" "" "28879" "Kern (Adm2)."
"2019-0189-SSD" 2019 189 "" "Natural" "Climatological" "Wildfire" "" "" "" "South Sudan" "SSD" "Northern Africa" "Africa" "Korok (Aweil, Lol state)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2019 5 8 2019 5 8 50 12 NA NA 12 NA NA NA NA NA NA 94.3490925 "2" "" "37077" "Aweil (Adm2)."
"2019-0444-ALB" 2019 444 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Albania" "ALB" "Southern Europe" "Europe" "Durres, Tirana Counties" "" "" "" "" "" "" NA 6 "Richter" "41.381" "19.454" "16:04" "" 2019 9 21 2019 9 21 NA 108 4500 NA 4608 NA NA NA NA 45000 47695 94.3490925 "1" "310;338" "" "Durres, Tirane (Adm1)."
"2019-0572-ALB" 2019 572 "EQ-2019-000157" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Albania" "ALB" "Southern Europe" "Europe" "Durrës, Kruje, Tiranë, Lez" "" "" "" "" "" "" NA 6 "Richter" "41.511" "19.522" "3:54" "" 2019 11 26 2019 11 26 51 913 202000 NA 202913 NA NA NA NA 700000 741926 94.3490925 "1" "310;319;323;338" "" "Durres, Kruje, Lezhe, Tirane (Adm1)."
"2019-9666-ARG" 2019 9666 "DR-2020-000031" "Natural" "Climatological" "Drought" "Drought" "" "" "Argentina" "ARG" "South America" "Americas" "San Martín, Rivadavia, Oran departments (Salta province" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2019 NA NA 2021 12 NA 8 32 35000 NA 35032 NA NA NA NA NA NA 94.3490925 "2" "" "4773;4781;4783" "General Jose de San Martin, Oran, Rivadavia (Adm2)."
"2019-0358-BOL" 2019 358 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Ubinas" "Bolivia (Plurinational State of)" "BOL" "South America" "Americas" "Lake Titicaca on the Peru-Bolivia border, La Paz department" "" "" "" "" "" "" NA NA "" "" "" "" "" 2019 7 19 2019 7 23 NA NA 3000 NA 3000 NA NA NA NA NA NA 94.3490925 "1" "40446" "" "La Paz (Adm1)."
"2019-0428-BOL" 2019 428 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Bolivia (Plurinational State of)" "BOL" "South America" "Americas" "Santa Cruz, Beni, La Paz departments" "" "" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2019 8 NA 2019 9 NA NA NA 36000 NA 36000 NA NA NA NA NA NA 94.3490925 "1" "40443;40446;40449" "" "Beni, La Paz, Santa Cruz (Adm1)."
"2019-0428-BRA" 2019 428 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Brazil" "BRA" "South America" "Americas" "Northwestern, Legal Amazon Area" "" "" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2019 1 NA 2019 8 NA NA 2195 10000000 NA 10002195 NA NA NA NA NA NA 94.3490925 "" "" "" ""
"2019-0640-CHL" 2019 640 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Chile" "CHL" "South America" "Americas" "Rocuant, San Roque (Valparaiso)" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2019 12 24 2019 12 26 NA 12 NA 735 747 NA NA NA NA NA NA 94.3490925 "2" "" "149634" "Valparaiso (Adm2)."
"2019-0520-CHN" 2019 520 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Neijiang (Sichuan Province)" "" "" "" "" "" "" NA 5 "Richter" "29.573" "105.064" "06:42" "" 2019 9 8 2019 9 8 1 63 15123 396 15582 NA NA NA NA NA NA 94.3490925 "2" "" "13263" "Name Unknown (Adm2)."
"2019-0475-ECU" 2019 475 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Ecuador" "ECU" "South America" "Americas" "Azuay, Manabi, Morona Sant" "" "" "" "" "" "" NA 8 "Richter" "-2.199" "-77.023" "05:17" "" 2019 2 22 2019 2 22 NA 9 225 15 249 NA NA NA NA NA NA 94.3490925 "1" "1135;1148;1149" "" "Azuay, Manabi, Morona Santiago (Adm1)."
"2020-9206-AGO" 2020 9206 "DR-2021-000149" "Natural" "Climatological" "Drought" "Drought" "" "" "Angola" "AGO" "Middle Africa" "Africa" "Cunene, Huila, Namibe, Cuanza Sul, Benguela, Huambo" "Strong dry spell" "Food shortage" "" "" "" "" NA NA "Km2" "" "" "" "" 2020 12 NA 2022 2 NA NA NA 1643316 NA 1643316 NA NA NA NA NA NA 95.51296742 "1" "399;403;404;405;406;413" "" "Benguela, Cuanza Sul, Cunene, Huambo, Huila, Namibe (Adm1)."
"2020-9235-BFA" 2020 9235 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Burkina Faso" "BFA" "Western Africa" "Africa" "" "" "Food shortage" "" "" "" "" NA NA "Km2" "" "" "" "" 2020 NA NA 2020 6 NA NA NA 2900000 NA 2900000 NA NA NA NA NA NA 95.51296742 "1" "40276;40277;40278;40279;40280;40281;40282;40283;40284;40285;40286;40287;40288" "" "Boucle Du Mouhoun, Cascades, Centre, Centre-est, Centre-nord, Centre-ouest, Centre-sud, Est, Hauts-bassins, Nord, Plateau Central, Sahel, Sud-ouest (Adm1)."
"2020-0427-BOL" 2020 427 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Bolivia (Plurinational State of)" "BOL" "South America" "Americas" "Santa Cruz, Beni (nord-est), Pando (nord), Chuquisaca (sud-est), Tarija (sud), La Paz" "Drought" "" "" "Yes" "" "Yes" NA NA "Km2" "" "" "" "" 2020 1 NA 2020 10 NA 5 NA 126000 NA 126000 NA NA NA NA NA NA 95.51296742 "" "" "" ""
"2020-9582-BRA" 2020 9582 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Brazil" "BRA" "South America" "Americas" "Rio Grande Do Sul, Santa Catarina" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2020 1 NA 2020 12 NA NA NA NA NA NA NA NA NA NA 3000000 3140935 95.51296742 "1" "685;688" "" "Rio Grande Do Sul, Santa Catarina (Adm1)."
"2020-0244-CHN" 2020 244 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Qiaojia and Ludian (Yunnan province)" "" "" "" "" "" "" NA 5 "Richter" "27.296" "103.281" "13:30" "" 2020 5 18 2020 5 18 4 24 3300 NA 3324 NA NA NA NA 17000 17799 95.51296742 "2" "" "13306" "Zhaotong (Adm2)."
"2020-0119-CHN" 2020 119 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "China" "CHN" "Eastern Asia" "Asia" "Liangshan Prefecture (Sichuan province)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2020 3 30 2020 3 31 19 NA 1200 NA 1200 NA NA NA NA NA NA 95.51296742 "2" "" "13272" "Liangshan Yi (Adm2)."
"2020-0579-DZA" 2020 579 "EQ-2020-000188" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Algeria" "DZA" "Northern Africa" "Africa" "Mila province" "" "" "" "" "" "Yes" NA 5 "Richter" "" "" "07:15" "" 2020 8 7 2020 8 7 NA NA 15000 NA 15000 NA NA NA NA NA NA 95.51296742 "1" "368" "" "Mila (Adm1)."
"2020-0479-ECU" 2020 479 "VO-2020-000205" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Sangay" "Ecuador" "ECU" "South America" "Americas" "Chimborazo, Bolivar, Guayas, Los Ríos, Santa Elena, Manab" "" "" "" "" "" "" NA NA "" "" "" "" "" 2020 9 20 2020 9 20 NA NA 18685 NA 18685 NA NA NA NA NA NA 95.51296742 "1" "1136;1139;1147;1148;22005;22007" "" "Bolivar, Chimborazo, Guayas, Los Rios, Manabi, Santa Elena (Adm1)."
"2021-0505-BGR" 2021 505 "" "Natural" "Climatological" "Wildfire" "" "" "" "Bulgaria" "BGR" "Eastern Europe" "Europe" "Pernik, Plovdiv and Kyustendil districts" "" "Heat wave" "" "" "" "" NA NA "Km2" "" "" "" "" 2021 8 2 2021 8 4 NA NA 500 NA 500 NA NA NA NA NA NA 100 "1" "709;713;715" "" "Kustendil, Pernik, Plovdiv (Adm1)."
"2021-0367-CAN" 2021 367 "" "Natural" "Climatological" "Wildfire" "" "" "" "Canada" "CAN" "Northern America" "Americas" "Lytton (British Columbia)" "" "Heat wave" "" "" "" "" NA NA "Km2" "" "" "" "" 2021 6 30 2021 7 2 2 NA 250 NA 250 NA NA NA NA 80912 80912 100 "1" "826" "" "British Columbia / Colombie-Britannique (Adm1)."
"2021-0370-CYP" 2021 370 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Cyprus" "CYP" "Western Asia" "Asia" "Arakapas ( Limassol District)" "" "Heat wave" "" "" "" "" NA NA "Km2" "" "" "" "" 2021 7 3 2021 7 5 4 NA 150 NA 150 NA NA NA NA 47000 47000 100 "1" "1027" "" "Limassol (Adm1)."
"2021-0480-DZA" 2021 480 "WF-2021-000115" "Natural" "Climatological" "Wildfire" "" "" "" "Algeria" "DZA" "Northern Africa" "Africa" "Tizi-Ouzou, Bouira, Sétif, Khenchela, Guelma, Bejaïa, Bordj Bou Arreridj, Boumerdès, Tiaret, Medea, Tébessa,Annaba, Souk Ahras, Ain Defla, Jijel, Batna, Blida and Skikda prefectures (Kabylia reg" "" "Heat wave" "" "" "Yes" "" NA NA "Km2" "" "" "" "" 2021 8 9 2021 8 16 90 3 42500 NA 42503 NA NA NA NA NA NA 100 "1" "342;345;346;348;350;351;352;353;361;363;364;367;377;379;380;382;384;387" "" "Ain-Defla, Annaba, Batna, Bejaia, Blida, Bordj Bou Arrer, Bouira, Boumerdes, Guelma, Jijel, Khenchela, Medea, Setif, Skikda, Souk-Ahras, Tebessa, Tiaret, Tizi Ouzou (Adm1)."
"2021-9116-AFG" 2021 9116 "DR-2021-000022" "Natural" "Climatological" "Drought" "Drought" "" "" "Afghanistan" "AFG" "Southern Asia" "Asia" "Badghis, Badakhshan, Baghlan, Balkh, Takhar, Jawzjan, Sar-i-Pul, Samangan, Faryab, Kunduz, Herat" "Low rain- and snowfall, La nina" "Food shortage" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2021 1 NA 2021 4 NA NA NA 11000000 NA 11000000 NA NA NA NA NA NA 100 "1" "272;273;274;275;278;282;283;289;298;299;300" "" "Badakhshan, Badghis, Baghlan, Balkh, Faryab, Hirat, Jawzjan, Kunduz, Samangan, Sar-e-Pul, Takhar (Adm1)."
"2021-0002-ARG" 2021 2 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Argentina" "ARG" "South America" "Americas" "San Juan Province" "" "" "" "" "" "" NA 6 "Richter" "-31.818" "-68.847" "23:46" "" 2021 1 18 2021 1 18 NA 14 1800 NA 1814 NA NA NA NA NA NA 100 "1" "446" "" "San Juan (Adm1)."
"2021-0129-ARG" 2021 129 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Argentina" "ARG" "South America" "Americas" "Cholila (Cushamen), Lago Puelo (Cushamen), El Bolsón (Bariloche), El Maitén (Cushamen), Epuyén (Cushamen), Futaleufú and El Hoyo Towns (Cushamen) in Chubut and Santa Cruz Provinces; Rio Negro, Neuquen provinces (Patago" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2021 3 8 2021 3 12 15 7 1200 NA 1207 NA NA NA NA NA NA 100 "1;2" "443;444;448" "4552;4557" "Neuquen, Rio Negro, Santa Cruz (Adm1). Cushamen, Futaleufu (Adm2)."
"2021-0058-AUS" 2021 58 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Australia" "AUS" "Australia and New Zealand" "Oceania" "Perth region" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2021 2 1 2021 2 7 NA NA NA 243 243 NA NA 46000 46000 120000 120000 100 "2" "" "5533" "Perth (C) (Adm2)."
"2021-9569-BRA" 2021 9569 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Brazil" "BRA" "South America" "Americas" "Paraná River regio" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2021 1 NA 2021 12 NA NA NA NA NA NA NA NA NA NA 3000000 3000000 100 "1" "680" "" "Parana (Adm1)."
"2021-0225-BTN" 2021 225 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Bhutan" "BTN" "Southern Asia" "Asia" "Samdrup Jongkhar District" "" "" "" "" "" "" NA 6 "Richter" "26.781" "92.457" "" "" 2021 4 28 2021 4 28 NA 2 500 NA 502 NA NA NA NA NA NA 100 "1" "41311" "" "Samdrupjongkhar (Adm1)."
"2021-0201-CHN" 2021 201 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Xinjiang Uygur Autonomous Region" "" "" "" "" "" "" NA 5 "Richter" "41.816" "81.164" "05:14" "" 2021 3 24 2021 3 24 3 NA 195 NA 195 NA NA NA NA 125000 125000 100 "1" "927" "" "Xinjiang Uygur Zizhiqu (Adm1)."
"2021-0293-CHN" 2021 293 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Yanbi, Yongping (Yunnan province)" "" "" "" "" "" "" NA 6 "Richter" "25.761" "100.011" "21:48" "" 2021 5 21 2021 5 21 3 28 39000 NA 39028 NA NA NA NA 516000 516000 100 "1" "929" "" "Yunnan Sheng (Adm1)."
"2021-0329-CHN" 2021 329 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Chuxiong Yi Autonomous Prefecture, Yunnan Province" "" "" "" "" "" "" NA 5 "Richter" "" "" "19:46" "" 2021 6 10 2021 6 10 NA 2 8010 NA 8012 NA NA NA NA NA NA 100 "2" "" "13307" "Chuxiong Yi (Adm2)."
"2021-0587-CHN" 2021 587 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Lu County, Sichuan Province" "" "" "" "" "" "" NA 5 "Richter" "29.182" "105.391" "04:33" "" 2021 9 16 2021 9 16 3 88 21870 2437 24395 NA NA NA NA 250000 250000 100 "1" "924" "" "Sichuan Sheng (Adm1)."
"2021-0829-CHN" 2021 829 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Jiangcheng Hani and Yi Autonomous County (Yunnan province)" "" "" "" "" "" "" NA 6 "Richter" "" "" "" "" 2021 12 24 2021 12 24 NA 10 19200 NA 19210 NA NA NA NA 71000 71000 100 "1" "929" "" "Yunnan Sheng (Adm1)."
"2021-9078-CHN" 2021 9078 "" "Natural" "Climatological" "Drought" "Drought" "" "" "China" "CHN" "Eastern Asia" "Asia" "Guangxi, Hunan, Yunnan, Shaanxi, Gansu, Ningxia, Fujian provinces" "Below-average precipitation" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2021 1 1 2021 12 31 NA NA NA NA NA NA NA NA NA 3100000 3100000 100 "1" "901;902;904;912;918;920;929" "" "Fujian Sheng, Gansu Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Ningxia Huizu Zizhiqu, Shaanxi Sheng, Yunnan Sheng (Adm1)."
"2021-0758-ECU" 2021 758 "EQ-2021-000192" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Ecuador" "ECU" "South America" "Americas" "" "" "" "" "" "" "" NA 7 "Richter" "-4.49" "-76.846" "05:52" "" 2021 11 28 2021 11 28 NA NA 39 NA 39 NA NA NA NA NA NA 100 "" "" "" ""
"2022-0027-AFG" 2022 27 "EQ-2022-000008" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Afghanistan" "AFG" "Southern Asia" "Asia" "Qadis (Badghis province) Ghor and Hirat provinces" "" "" "" "" "" "" NA 5 "Richter" "34.929" "63.621" "16:10" "45 km E of Qala i Naw" 2022 1 17 2022 1 17 28 4 NA 4000 4004 NA NA NA NA NA NA NA "1;2" "280;282" "99954" "Ghor, Hirat (Adm1). Qadis (Adm2)."
"2022-0105-ARG" 2022 105 "WF-2022-000173" "Natural" "Climatological" "Wildfire" "" "" "" "Argentina" "ARG" "South America" "Americas" "Santo Tomé, Ituzaingo, San martin, General Alvear, San Miguel (Corrientes Province" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2022 1 NA 2022 3 11 NA NA 124085 NA 124085 NA NA NA NA 730000 NA NA "2" "" "4602;4605;4614;4615;4617" "General Alvear, Ituzaingo, San Martin, San Miguel, Santo Tome (Adm2)."
"2022-0004-CHN" 2022 4 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Lijiang, Ninglang Yi, Yulong Naxi (Yunnan)" "" "" "" "" "" "" NA 5 "Richter" "" "" "" "" 2022 1 2 2022 1 2 NA 30 29000 NA 29030 NA NA NA NA 51000 NA NA "1" "929" "" "Yunnan Sheng (Adm1)."
"2022-0045-CHN" 2022 45 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "China" "CHN" "Eastern Asia" "Asia" "Haibei, QingHai, Zhangye, Gansu, Ningxia, Qinghai Province" "" "" "" "" "" "" NA 7 "Richter" "37.828" "101.29" "01:45" "" 2022 1 8 2022 1 8 NA 9 26490 NA 26499 NA NA NA NA 510000 NA NA "" "" "" ""
"2019-0646-IDN" 2019 646 "" "Natural" "Climatological" "Wildfire" "" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Riau, Jambi, South Sumatera, West Kalimantan, Central Kalimantan, South Kalimantan" "" "Pollution" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2019 2 NA 2019 9 NA NA NA NA NA NA NA NA NA NA NA NA 94.3490925 "1" "1518;1522;1523;1524;73618;73622" "" "Jambi, Kalimantan Barat, Kalimantan Selatan, Kalimantan Tengah, Riau, Sumatera Selatan (Adm1)."
